relative_path,department_file,secondary_location,row,account,description,month_F_sample,month_Q_sample,months_present,formula_count,pattern_signature,value_hash,nearby_row_pattern,description_matches_primary,pattern_group_size,classification,source_derived_proof,recommended_use
reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,root,73,5005026371,生産ライン用備品 Công dụng cụ chế tạo,80000000,45000000,12,0,V|V|V|V|V|V|V|V|V|V|V|V,bf63747fde3f,"71:5005076289|COURIER IMP-EXP ; 72:| ; 73:5005026371|生産ライン用備品 Công dụng cụ chế tạo ; 74:5005026371|Công dụng cụ,社内出庫 (Mua bán nội bộ) ; 75:5005026371|Oricon",NO,3,REPEATED_SECONDARY_SKELETON_PATTERN,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,root,74,5005026371,"Công dụng cụ,社内出庫 (Mua bán nội bộ)",72000000,93927516,12,0,V|V|V|V|V|V|V|V|V|V|V|V,d570356fd57b,"72:| ; 73:5005026371|生産ライン用備品 Công dụng cụ chế tạo ; 74:5005026371|Công dụng cụ,社内出庫 (Mua bán nội bộ) ; 75:5005026371|Oricon ; 76:5005046281|計測器の校正 (Hiệu chuẩn chế tạo)",NO,2,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,root,75,5005026371,Oricon,,,1,1,B|B|F|B|B|B|B|B|B|B|B|B,7dfa69b80f08,"73:5005026371|生産ライン用備品 Công dụng cụ chế tạo ; 74:5005026371|Công dụng cụ,社内出庫 (Mua bán nội bộ) ; 75:5005026371|Oricon ; 76:5005046281|計測器の校正 (Hiệu chuẩn chế tạo) ; 77:5005046282|計測器の修理 (Sửa chữa chế tạo)",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,root,157,5005026371,生産技術 KTSX1,,,0,0,B|B|B|B|B|B|B|B|B|B|B|B,5421b3d67b41,155:5005046281|生産技術 KTSX1 ; 156:5005046282|生産技術 KTSX1 ; 157:5005026371|生産技術 KTSX1 ; 158:5005076282|生産技術 KTSX1 ; 159:5005246286|生産技術 KTSX1,NO,2,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,root,163,5005026371,生産技術 KTSX2,,,0,0,B|B|B|B|B|B|B|B|B|B|B|B,5421b3d67b41,161:5005046281|生産技術 KTSX2 ; 162:5005046282|生産技術 KTSX2 ; 163:5005026371|生産技術 KTSX2 ; 164:5005076282|生産技術 KTSX2 ; 165:5005246286|生産技術 KTSX2,NO,3,REPEATED_SECONDARY_SKELETON_PATTERN,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,01.KDTVN 機器製造1課　_MP FY2027_各予定(Ver01).xlsx,root,169,5005026371,生産技術 KTSX3,100000000,100000000,12,0,V|V|V|V|V|V|V|V|V|V|V|V,d00b3d12a277,167:5005046281|生産技術 KTSX3 ; 168:5005046282|生産技術 KTSX3 ; 169:5005026371|生産技術 KTSX3 ; 170:5005076282|生産技術 KTSX3 ; 171:5005246286|生産技術 KTSX3,NO,2,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,root,69,5005026371,生産ライン用備品 Công dụng cụ chế tạo,126000000,58000000,12,0,V|V|V|V|V|V|V|V|V|V|V|V,e5a81f3d63a7,"67:5005076289|chi phí sắp xếp đi Air từ Nichicon、nvl phải kéo về do POFC tăng ; 68:| ; 69:5005026371|生産ライン用備品 Công dụng cụ chế tạo ; 70:5005026371|Công dụng cụ,社内出庫 (Mua bán nội bộ) ; 71:5005046281|計測器の校正 (Hiệu chuẩn chế tạo)",NO,3,REPEATED_SECONDARY_SKELETON_PATTERN,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,root,70,5005026371,"Công dụng cụ,社内出庫 (Mua bán nội bộ)",302031428,334933226,12,0,V|V|V|V|V|V|V|V|V|V|V|V,f0a05c9bbe5b,"68:| ; 69:5005026371|生産ライン用備品 Công dụng cụ chế tạo ; 70:5005026371|Công dụng cụ,社内出庫 (Mua bán nội bộ) ; 71:5005046281|計測器の校正 (Hiệu chuẩn chế tạo) ; 72:5005026371|Máy tính win 11",NO,2,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,root,72,5005026371,Máy tính win 11,,,0,0,B|B|B|B|B|B|B|B|B|B|B|B,5421b3d67b41,"70:5005026371|Công dụng cụ,社内出庫 (Mua bán nội bộ) ; 71:5005046281|計測器の校正 (Hiệu chuẩn chế tạo) ; 72:5005026371|Máy tính win 11 ; 73:5005016373|生産用文房具製造 (Văn phòng phẩm chế tạo) ; 74:5005046282|Sửa chữa",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,root,153,5005026371,生産技術 KTSX1,,,0,0,B|B|B|B|B|B|B|B|B|B|B|B,5421b3d67b41,151:5005046281|生産技術 KTSX1 ; 152:5005046282|生産技術 KTSX1 ; 153:5005026371|生産技術 KTSX1 ; 154:5005076282|生産技術 KTSX1 ; 155:5005246286|生産技術 KTSX1,NO,2,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,root,159,5005026371,生産技術 KTSX2,,,0,0,B|B|B|B|B|B|B|B|B|B|B|B,5421b3d67b41,157:5005046281|生産技術 KTSX2 ; 158:5005046282|生産技術 KTSX2 ; 159:5005026371|生産技術 KTSX2 ; 160:5005076282|生産技術 KTSX2 ; 161:5005246286|生産技術 KTSX2,NO,3,REPEATED_SECONDARY_SKELETON_PATTERN,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,root,165,5005026371,生産技術 KTSX3,900000000,210000000,12,0,V|V|V|V|V|V|V|V|V|V|V|V,22708ebaabdd,163:5005046281|生産技術 KTSX3 ; 164:5005046282|生産技術 KTSX3 ; 165:5005026371|生産技術 KTSX3 ; 166:5005076282|生産技術 KTSX3 ; 167:5005246286|生産技術 KTSX3,NO,2,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,02.KDTVN 機器製造２課　_MP FY2027_各予定(Ver01).xlsx,root,175,5005026371,Oricon,0,574999187,12,0,V|V|V|V|V|V|V|V|V|V|V|V,fd9d1dc1a2c9,173:5004096281|Phí tuyển dụng người mới 採用費用振替方法の変更 ; 174:5004086291|FY2027部門方針発表会後の決起コンパ  Tiệc chúc mừng sau buổi phát biểu phương châm bộ phận KDTVN FY2027 ; 175:5005026371|Oricon ; 176:5005016371|Oricon ; 177:|,NO,2,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\03.KDTVN 機器製造管理課_MP FY2027_各予定(Ver01).xlsx,03.KDTVN 機器製造管理課_MP FY2027_各予定(Ver01).xlsx,root,77,5005026371,Mua máy tính thay win11,,,0,0,B|B|B|B|B|B|B|B|B|B|B|B,5421b3d67b41,"75:5004086291|フィロソフィ論文参加賞（100,000）(7月) ; 76:5005136281|* 携帯電話代- Telephone cost(１３名） ; 77:5005026371|Mua máy tính thay win11 ; 78:5004086291|Tiệc chúc mừng sau buổi phát biểu phương châm bộ phận KDTVN FY2027 ; 79:5004086291|Sự kiện tri ân ngày thành lập công ty",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,159,5005026371,防音耳栓　Nút tai chống ồn,120000,0,12,0,V|V|V|V|V|V|V|V|V|V|V|V,6404971f9e2a,"157:5004096281|新入工員紹介手当　Thưởng giới thiệu (T10 do cần tuyển nhiều người nên dự kiến cần sd thưởng giới thiệu: 2tr/người, 60% người đạt) ; 158:| ; 159:5005026371|防音耳栓　Nút tai chống ồn ; 160:5005026371|静電気防止リストストラップ　Dây đeo chống tĩnh điện ; 161:5005026371|グリース・アルコール　容器Lọ đựng mỡ/lọ đựng cồn",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,160,5005026371,静電気防止リストストラップ　Dây đeo chống tĩnh điện,0,220000,7,0,V|V|B|V|B|V|B|V|B|V|B|V,44ea9de61de4,158:| ; 159:5005026371|防音耳栓　Nút tai chống ồn ; 160:5005026371|静電気防止リストストラップ　Dây đeo chống tĩnh điện ; 161:5005026371|グリース・アルコール　容器Lọ đựng mỡ/lọ đựng cồn ; 162:5005026371|ラベル用ピンセット 　Nhíp nhựa,NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,161,5005026371,グリース・アルコール　容器Lọ đựng mỡ/lọ đựng cồn,125000,240000,12,0,V|V|V|V|V|V|V|V|V|V|V|V,6d19fc13cb8d,159:5005026371|防音耳栓　Nút tai chống ồn ; 160:5005026371|静電気防止リストストラップ　Dây đeo chống tĩnh điện ; 161:5005026371|グリース・アルコール　容器Lọ đựng mỡ/lọ đựng cồn ; 162:5005026371|ラベル用ピンセット 　Nhíp nhựa ; 163:5005026371|Tape Cutter Helper P type HP75,NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,162,5005026371,ラベル用ピンセット 　Nhíp nhựa,0,0,12,0,V|V|V|V|V|V|V|V|V|V|V|V,3bf31b0690bf,160:5005026371|静電気防止リストストラップ　Dây đeo chống tĩnh điện ; 161:5005026371|グリース・アルコール　容器Lọ đựng mỡ/lọ đựng cồn ; 162:5005026371|ラベル用ピンセット 　Nhíp nhựa ; 163:5005026371|Tape Cutter Helper P type HP75 ; 164:5005026371|ハンドスクイージー　Gạt nước cầm tay,NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,163,5005026371,Tape Cutter Helper P type HP75,5270000,0,11,0,V|V|V|V|V|V|V|B|V|V|V|V,f7231890f9a5,161:5005026371|グリース・アルコール　容器Lọ đựng mỡ/lọ đựng cồn ; 162:5005026371|ラベル用ピンセット 　Nhíp nhựa ; 163:5005026371|Tape Cutter Helper P type HP75 ; 164:5005026371|ハンドスクイージー　Gạt nước cầm tay ; 165:5005026371|掃除機のフィルター VJA-256171,NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,164,5005026371,ハンドスクイージー　Gạt nước cầm tay,0,0,12,0,V|V|V|V|V|V|V|V|V|V|V|V,4f3cdfc071c5,162:5005026371|ラベル用ピンセット 　Nhíp nhựa ; 163:5005026371|Tape Cutter Helper P type HP75 ; 164:5005026371|ハンドスクイージー　Gạt nước cầm tay ; 165:5005026371|掃除機のフィルター VJA-256171 ; 166:5005026371|床用モップ 　Cây lau nhà,NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,165,5005026371,掃除機のフィルター VJA-256171,0,0,12,0,V|V|V|V|V|V|V|V|V|V|V|V,cd60bb20b3d9,"163:5005026371|Tape Cutter Helper P type HP75 ; 164:5005026371|ハンドスクイージー　Gạt nước cầm tay ; 165:5005026371|掃除機のフィルター VJA-256171 ; 166:5005026371|床用モップ 　Cây lau nhà ; 167:5005026371|予備の道具　CCDC tiêu hao dự phòng_Trung bình đến tháng 11/FY26 115,000,000　＋α",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,166,5005026371,床用モップ 　Cây lau nhà,0,0,11,0,V|V|V|V|V|V|V|V|V|V|B|V,a6be4c449f8e,"164:5005026371|ハンドスクイージー　Gạt nước cầm tay ; 165:5005026371|掃除機のフィルター VJA-256171 ; 166:5005026371|床用モップ 　Cây lau nhà ; 167:5005026371|予備の道具　CCDC tiêu hao dự phòng_Trung bình đến tháng 11/FY26 115,000,000　＋α ; 168:5005026371|投入間違い防止システム用部材 LK Cải  tiến chống đổ nhầm mực",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,167,5005026371,"予備の道具　CCDC tiêu hao dự phòng_Trung bình đến tháng 11/FY26 115,000,000　＋α",170000000,170000000,12,0,V|V|V|V|V|V|V|V|V|V|V|V,74e3b9603cd3,"165:5005026371|掃除機のフィルター VJA-256171 ; 166:5005026371|床用モップ 　Cây lau nhà ; 167:5005026371|予備の道具　CCDC tiêu hao dự phòng_Trung bình đến tháng 11/FY26 115,000,000　＋α ; 168:5005026371|投入間違い防止システム用部材 LK Cải  tiến chống đổ nhầm mực ; 169:5005026371|Oricon (T9: 140pcs)",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,168,5005026371,投入間違い防止システム用部材 LK Cải  tiến chống đổ nhầm mực,48000000,0,12,0,V|V|V|V|V|V|V|V|V|V|V|V,050004234ea8,"166:5005026371|床用モップ 　Cây lau nhà ; 167:5005026371|予備の道具　CCDC tiêu hao dự phòng_Trung bình đến tháng 11/FY26 115,000,000　＋α ; 168:5005026371|投入間違い防止システム用部材 LK Cải  tiến chống đổ nhầm mực ; 169:5005026371|Oricon (T9: 140pcs) ; 170:5005026371|部品棚 Giá sắt linh kiện 2pc/tháng",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,169,5005026371,Oricon (T9: 140pcs),39843246,0,12,1,V|V|V|V|V|F|V|V|V|V|V|V,7b6c15190961,"167:5005026371|予備の道具　CCDC tiêu hao dự phòng_Trung bình đến tháng 11/FY26 115,000,000　＋α ; 168:5005026371|投入間違い防止システム用部材 LK Cải  tiến chống đổ nhầm mực ; 169:5005026371|Oricon (T9: 140pcs) ; 170:5005026371|部品棚 Giá sắt linh kiện 2pc/tháng ; 171:5005026371|電卓　May tinh bo tui casio LC-403TV",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,170,5005026371,部品棚 Giá sắt linh kiện 2pc/tháng,"=+ROUND(404*2*$B$2,0)",0,12,6,F|F|F|F|F|F|V|V|V|V|V|V,03dbd5fd45c5,168:5005026371|投入間違い防止システム用部材 LK Cải  tiến chống đổ nhầm mực ; 169:5005026371|Oricon (T9: 140pcs) ; 170:5005026371|部品棚 Giá sắt linh kiện 2pc/tháng ; 171:5005026371|電卓　May tinh bo tui casio LC-403TV ; 172:5005026371|IPAD,NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,171,5005026371,電卓　May tinh bo tui casio LC-403TV,0,0,12,4,V|F|V|V|F|V|V|F|V|V|F|V,af0c6a3e26d3,169:5005026371|Oricon (T9: 140pcs) ; 170:5005026371|部品棚 Giá sắt linh kiện 2pc/tháng ; 171:5005026371|電卓　May tinh bo tui casio LC-403TV ; 172:5005026371|IPAD ; 173:|,NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,04.KDTVN トナー製造課_MP FY2027_各予定(Ver01).xlsx,root,172,5005026371,IPAD,24600000,0,12,0,V|V|V|V|V|V|V|V|V|V|V|V,7c7e45f015a0,"170:5005026371|部品棚 Giá sắt linh kiện 2pc/tháng ; 171:5005026371|電卓　May tinh bo tui casio LC-403TV ; 172:5005026371|IPAD ; 173:| ; 174:5005046281|設備の修理（平均値）　Sửa chữa thiết bị mực _Trung bình đến tháng 11/FY26 14,000,000 + 1,000,000",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\05.KDTVN トナー生産技術課_MP FY2027_各予定(Ver01).xlsx,05.KDTVN トナー生産技術課_MP FY2027_各予定(Ver01).xlsx,root,69,5005026371,"Tô vít, kìm cắt ドライバー, ニッパー",2500000,,4,0,V|B|V|B|V|B|V|B|B|B|B|B,cbb1057cdbfe,"67:5004086291|Tiệc tất niên 忘年会補助金 ; 68:5004086291|Tiền lì xìお年玉 ; 69:5005026371|Tô vít, kìm cắt ドライバー, ニッパー ; 70:5005026371|Máy đo nhiệt độ đầu hàn IC ICハンダコテ先温度計 ; 71:5005046283|HC đồng hồ vạn năng デジタルマルチメータの校正",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\05.KDTVN トナー生産技術課_MP FY2027_各予定(Ver01).xlsx,05.KDTVN トナー生産技術課_MP FY2027_各予定(Ver01).xlsx,root,70,5005026371,Máy đo nhiệt độ đầu hàn IC ICハンダコテ先温度計,,,1,0,B|V|B|B|B|B|B|B|B|B|B|B,196c8fd3cf2a,"68:5004086291|Tiền lì xìお年玉 ; 69:5005026371|Tô vít, kìm cắt ドライバー, ニッパー ; 70:5005026371|Máy đo nhiệt độ đầu hàn IC ICハンダコテ先温度計 ; 71:5005046283|HC đồng hồ vạn năng デジタルマルチメータの校正 ; 72:5005046283|HC máy đo tĩnh điện 静電気測定器の校正",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,root,80,5005026371,"Lọc máy hút  bụi AMANO (QC)
/AMANO掃除機用フィルター（QC）",11428755,,1,0,V|B|B|B|B|B|B|B|B|B|B|B,89362ef47a5a,"78:5005016373|Ghim dập số 10 Plus xin
/10号プラスホッチキス針 ; 79:5005016373|Sổ tay A5
/A5ノート ; 80:5005026371|Lọc máy hút  bụi AMANO (QC)
/AMANO掃除機用フィルター（QC） ; 81:5005026371|Hộp nhựa đựng mãu kiểm tra DEVE
/DEVE検査用サンプル収納プラスチックケース ; 82:5005026371|Găng tay an toàn phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用安全手袋",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,root,81,5005026371,"Hộp nhựa đựng mãu kiểm tra DEVE
/DEVE検査用サンプル収納プラスチックケース",,,2,0,B|V|V|B|B|B|B|B|B|B|B|B,00d754d1ded9,"79:5005016373|Sổ tay A5
/A5ノート ; 80:5005026371|Lọc máy hút  bụi AMANO (QC)
/AMANO掃除機用フィルター（QC） ; 81:5005026371|Hộp nhựa đựng mãu kiểm tra DEVE
/DEVE検査用サンプル収納プラスチックケース ; 82:5005026371|Găng tay an toàn phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用安全手袋 ; 83:5005026371|Búa cao su 2 đầu phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用両頭ゴムハンマー",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,root,82,5005026371,"Găng tay an toàn phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用安全手袋",,450000,2,0,B|B|B|V|B|B|B|B|B|B|B|V,f20877beaea4,"80:5005026371|Lọc máy hút  bụi AMANO (QC)
/AMANO掃除機用フィルター（QC） ; 81:5005026371|Hộp nhựa đựng mãu kiểm tra DEVE
/DEVE検査用サンプル収納プラスチックケース ; 82:5005026371|Găng tay an toàn phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用安全手袋 ; 83:5005026371|Búa cao su 2 đầu phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用両頭ゴムハンマー ; 84:5005026371|Tô vít (-) phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用マイナスドライバー",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,root,83,5005026371,"Búa cao su 2 đầu phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用両頭ゴムハンマー",,,1,0,B|B|B|B|B|B|V|B|B|B|B|B,05326f9697d2,"81:5005026371|Hộp nhựa đựng mãu kiểm tra DEVE
/DEVE検査用サンプル収納プラスチックケース ; 82:5005026371|Găng tay an toàn phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用安全手袋 ; 83:5005026371|Búa cao su 2 đầu phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用両頭ゴムハンマー ; 84:5005026371|Tô vít (-) phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用マイナスドライバー ; 85:5005026371|MESH 150 kiểm tra mực
/MESH 150 インク検査用メッシュ",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,root,84,5005026371,"Tô vít (-) phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用マイナスドライバー",,200000,2,0,B|B|B|B|B|V|B|B|B|B|B|V,fd8368834da2,"82:5005026371|Găng tay an toàn phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用安全手袋 ; 83:5005026371|Búa cao su 2 đầu phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用両頭ゴムハンマー ; 84:5005026371|Tô vít (-) phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用マイナスドライバー ; 85:5005026371|MESH 150 kiểm tra mực
/MESH 150 インク検査用メッシュ ; 86:5005026371|MESH 75 kiểm tra mực
/MESH 75 インク検査用メッシュ",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
reference_outputs\secondary\FY2027\06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,06.KDTVN トナー品質管理課　_MP FY2027_各予定(Ver01).xlsx,root,85,5005026371,"MESH 150 kiểm tra mực
/MESH 150 インク検査用メッシュ",,,2,0,B|B|V|B|B|B|B|B|B|B|V|B,f61770702b88,"83:5005026371|Búa cao su 2 đầu phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用両頭ゴムハンマー ; 84:5005026371|Tô vít (-) phá mối hàn CASE-LID
/CASE-LIDの溶接部破壊用マイナスドライバー ; 85:5005026371|MESH 150 kiểm tra mực
/MESH 150 インク検査用メッシュ ; 86:5005026371|MESH 75 kiểm tra mực
/MESH 75 インク検査用メッシュ ; 87:5005026371|Máy tính bảng Ipad A16 11 inch (điện từ hóa QC checksheet)
/iPad A16 11インチタブレット（QCチェックシート用の電磁化）",NO,1,UNIQUE_OR_UNUSABLE,NO,skeleton/formula/order guide only; require provenance label for reference-assisted fill
