fy,reference_file,sheet,row,cc,fx_rate,account,kind,scope,description,monthly_values,monthly_formulas,source_candidate_status,selection_l1_delta_vnd
FY2026,reference_outputs\secondary\FY2026\23.KDTVN 部品製造課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),431,1412000056,25390,5006016242,depreciation,fixed_assets,機械償却 Khấu hao máy móc và thiết bị (Iris ),"{""202504"": 130763070.0, ""202505"": 130763070.0, ""202506"": 130763070.0, ""202507"": 130763070.0, ""202508"": 130763070.0, ""202509"": 130763070.0, ""202510"": 130763070.0, ""202511"": 130763070.0, ""202512"": 130763070.0, ""202601"": 130763070.0, ""202602"": 130763070.0, ""202603"": 130763070.0}","{""202504"": ""=ROUND(5150.18*$B$2,0)"", ""202505"": ""=ROUND(5150.18*$B$2,0)"", ""202506"": ""=ROUND(5150.18*$B$2,0)"", ""202507"": ""=ROUND(5150.18*$B$2,0)"", ""202508"": ""=ROUND(5150.18*$B$2,0)"", ""202509"": ""=ROUND(5150.18*$B$2,0)"", ""202510"": ""=ROUND(5150.18*$B$2,0)"", ""202511"": ""=ROUND(5150.18*$B$2,0)"", ""202512"": ""=ROUND(5150.18*$B$2,0)"", ""202601"": ""=ROUND(5150.18*$B$2,0)"", ""202602"": ""=ROUND(5150.18*$B$2,0)"", ""202603"": ""=ROUND(5150.18*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,1257401908
FY2026,reference_outputs\secondary\FY2026\23.KDTVN 部品製造課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),432,1412000056,25390,5006016247,depreciation,fixed_assets,その他償却 Khau hao khac,"{""202504"": null, ""202505"": null, ""202506"": null, ""202507"": null, ""202508"": null, ""202509"": null, ""202510"": null, ""202511"": null, ""202512"": null, ""202601"": null, ""202602"": null, ""202603"": null}","{""202504"": """", ""202505"": """", ""202506"": """", ""202507"": """", ""202508"": """", ""202509"": """", ""202510"": """", ""202511"": """", ""202512"": """", ""202601"": """", ""202602"": """", ""202603"": """"}",NO_MONTHLY_VALUE,
FY2026,reference_outputs\secondary\FY2026\23.KDTVN 部品製造課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),434,1412000056,25390,5005036246,depreciation,fixed_assets,減価償却費（金型費）,"{""202504"": 4764180.0, ""202505"": 4764180.0, ""202506"": 4764180.0, ""202507"": 4764180.0, ""202508"": 4764180.0, ""202509"": 4764180.0, ""202510"": 4764180.0, ""202511"": 4764180.0, ""202512"": 4764180.0, ""202601"": 4764180.0, ""202602"": 4764180.0, ""202603"": 4764180.0}","{""202504"": ""=ROUND(187.64*$B$2,0)"", ""202505"": ""=ROUND(187.64*$B$2,0)"", ""202506"": ""=ROUND(187.64*$B$2,0)"", ""202507"": ""=ROUND(187.64*$B$2,0)"", ""202508"": ""=ROUND(187.64*$B$2,0)"", ""202509"": ""=ROUND(187.64*$B$2,0)"", ""202510"": ""=ROUND(187.64*$B$2,0)"", ""202511"": ""=ROUND(187.64*$B$2,0)"", ""202512"": ""=ROUND(187.64*$B$2,0)"", ""202601"": ""=ROUND(187.64*$B$2,0)"", ""202602"": ""=ROUND(187.64*$B$2,0)"", ""202603"": ""=ROUND(187.64*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,0
FY2026,reference_outputs\secondary\FY2026\23.KDTVN 部品製造課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),435,1412000056,25390,5005036246,depreciation,fixed_assets,減価償却費（金型費）,"{""202504"": null, ""202505"": null, ""202506"": null, ""202507"": null, ""202508"": null, ""202509"": null, ""202510"": null, ""202511"": null, ""202512"": null, ""202601"": null, ""202602"": null, ""202603"": null}","{""202504"": """", ""202505"": """", ""202506"": """", ""202507"": """", ""202508"": """", ""202509"": """", ""202510"": """", ""202511"": """", ""202512"": """", ""202601"": """", ""202602"": """", ""202603"": """"}",NO_MONTHLY_VALUE,
FY2026,reference_outputs\secondary\FY2026\23.KDTVN 部品製造課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),438,1412000056,25390,9114120007,interest,facility,"建物,土地の金利","{""202504"": 217195200.0, ""202505"": 206098501.0, ""202506"": 206136332.0, ""202507"": 205362191.0, ""202508"": 205028135.0, ""202509"": 204114272.0, ""202510"": 203253805.0, ""202511"": 203236286.0, ""202512"": 203260407.0, ""202601"": 203099688.0, ""202602"": 202580209.0, ""202603"": 202991019.0}","{""202504"": ""=ROUND(8554.36*$B$2,0)"", ""202505"": ""=ROUND(8117.31*$B$2,0)"", ""202506"": ""=ROUND(8118.8*$B$2,0)"", ""202507"": ""=ROUND(8088.31*$B$2,0)"", ""202508"": ""=ROUND(8075.153*$B$2,0)"", ""202509"": ""=ROUND(8039.16*$B$2,0)"", ""202510"": ""=ROUND(8005.27*$B$2,0)"", ""202511"": ""=ROUND(8004.58*$B$2,0)"", ""202512"": ""=ROUND(8005.53*$B$2,0)"", ""202601"": ""=ROUND(7999.2*$B$2,0)"", ""202602"": ""=ROUND(7978.74*$B$2,0)"", ""202603"": ""=ROUND(7994.92*$B$2,0)""}",FACILITY_EXCLUDED,
FY2026,reference_outputs\secondary\FY2026\23.KDTVN 部品製造課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),439,1412000056,25390,9114120007,interest,fixed_assets,設備 ( Lãi suất) ,"{""202504"": 119962672.0, ""202505"": 79252092.0, ""202506"": 79671027.0, ""202507"": 87268731.0, ""202508"": 88411281.0, ""202509"": 88411281.0, ""202510"": 90858115.0, ""202511"": 102723213.0, ""202512"": 109350003.0, ""202601"": 162162472.0, ""202602"": 166890993.0, ""202603"": 166890993.0}","{""202504"": ""=ROUND(4724.8*$B$2,0)"", ""202505"": ""=ROUND(3055.39*$B$2,0)+1675740"", ""202506"": ""=ROUND(3055.39*$B$2,0)+1675740+418935"", ""202507"": ""=ROUND(3054.63*$B$2,0)+1675740+418935+7617000"", ""202508"": ""=ROUND(3054.63*$B$2,0)+1675740+418935+7617000+1142550"", ""202509"": ""=ROUND(3054.63*$B$2,0)+1675740+418935+7617000+1142550"", ""202510"": ""=ROUND(2951*$B$2,0)+1675740+418935+7617000+1142550+5078000"", ""202511"": ""=ROUND(2880.85*$B$2,0)+1675740+418935+7617000+1142550+5078000+2513610+1828080+9304516"", ""202512"": ""=ROUND(2880.85*$B$2,0)+1675740+418935+7617000+1142550+5078000+2513610+1828080+9304516+4722540+1904250"", ""202601"": ""=ROUND(2851.9*$B$2,0)+1675740+418935+7617000+1142550+5078000+2513610+1828080+9304516+4722540+1904250+9902100+12187200+30468000+990210"", ""202602"": ""=ROUND(2842.58*$B$2,0)+1675740+418935+7617000+1142550+5078000+2513610+1828080+9304516+4722540+1904250+9902100+12187200+30468000+990210+4965156"", ""202603"": ""=ROUND(2842.58*$B$2,0)+1675740+418935+7617000+1142550+5078000+2513610+1828080+9304516+4722540+1904250+9902100+12187200+30468000+990210+4965156""}",SELECTED_SOURCE_DERIVED_CANDIDATE,330184252
FY2026,reference_outputs\secondary\FY2026\23.KDTVN 部品製造課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),440,1412000056,25390,9114120007,interest,fixed_assets,設備 ( Lãi suất) iris,"{""202504"": 15999001.0, ""202505"": 11291949.0, ""202506"": 11291949.0, ""202507"": 11291949.0, ""202508"": 11291949.0, ""202509"": 11291949.0, ""202510"": 11291949.0, ""202511"": 11291949.0, ""202512"": 11291949.0, ""202601"": 11291949.0, ""202602"": 11291949.0, ""202603"": 11291949.0}","{""202504"": ""=ROUND(630.13*$B$2,0)"", ""202505"": ""=ROUND(444.74*$B$2,0)"", ""202506"": ""=ROUND(444.74*$B$2,0)"", ""202507"": ""=ROUND(444.74*$B$2,0)"", ""202508"": ""=ROUND(444.74*$B$2,0)"", ""202509"": ""=ROUND(444.74*$B$2,0)"", ""202510"": ""=ROUND(444.74*$B$2,0)"", ""202511"": ""=ROUND(444.74*$B$2,0)"", ""202512"": ""=ROUND(444.74*$B$2,0)"", ""202601"": ""=ROUND(444.74*$B$2,0)"", ""202602"": ""=ROUND(444.74*$B$2,0)"", ""202603"": ""=ROUND(444.74*$B$2,0)""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,330184252
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),39,1412000018,25390,9114120007,interest,facility,Lai suat TSCD 建物 Building 固定資産金利,"{""202504"": 15196677.0, ""202505"": 14413395.0, ""202506"": 14452750.0, ""202507"": 14352967.0, ""202508"": 14327577.0, ""202509"": 14336717.0, ""202510"": 14305996.0, ""202511"": 14283906.0, ""202512"": 14295332.0, ""202601"": 14252930.0, ""202602"": 14211037.0, ""202603"": 14264610.0}","{""202504"": ""=ROUND(V39*$B$2,0)"", ""202505"": ""=ROUND(W39*$B$2,0)"", ""202506"": ""=ROUND(X39*$B$2,0)"", ""202507"": ""=ROUND(Y39*$B$2,0)"", ""202508"": ""=ROUND(Z39*$B$2,0)"", ""202509"": ""=ROUND(AA39*$B$2,0)"", ""202510"": ""=ROUND(AB39*$B$2,0)"", ""202511"": ""=ROUND(AC39*$B$2,0)"", ""202512"": ""=ROUND(AD39*$B$2,0)"", ""202601"": ""=ROUND(AE39*$B$2,0)"", ""202602"": ""=ROUND(AF39*$B$2,0)"", ""202603"": ""=ROUND(AG39*$B$2,0)""}",FACILITY_EXCLUDED,
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),40,1412000018,25390,9114120007,interest,facility,Lai suat TSCD 土地 Land 固定資産金利,"{""202504"": 1879114.0, ""202505"": 1827572.0, ""202506"": 1832396.0, ""202507"": 1819701.0, ""202508"": 1816655.0, ""202509"": 1817670.0, ""202510"": 1813862.0, ""202511"": 1811069.0, ""202512"": 1812592.0, ""202601"": 1807260.0, ""202602"": 1801928.0, ""202603"": 1808530.0}","{""202504"": ""=ROUND(V40*$B$2,0)"", ""202505"": ""=ROUND(W40*$B$2,0)"", ""202506"": ""=ROUND(X40*$B$2,0)"", ""202507"": ""=ROUND(Y40*$B$2,0)"", ""202508"": ""=ROUND(Z40*$B$2,0)"", ""202509"": ""=ROUND(AA40*$B$2,0)"", ""202510"": ""=ROUND(AB40*$B$2,0)"", ""202511"": ""=ROUND(AC40*$B$2,0)"", ""202512"": ""=ROUND(AD40*$B$2,0)"", ""202601"": ""=ROUND(AE40*$B$2,0)"", ""202602"": ""=ROUND(AF40*$B$2,0)"", ""202603"": ""=ROUND(AG40*$B$2,0)""}",FACILITY_EXCLUDED,
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),123,1412000018,25390,5006016242,depreciation,fixed_assets,"恒温恒湿槽 Buong on dinh nhiet do, do am 2021/02                                          2026","{""202504"": 19110037.0, ""202505"": 19110037.0, ""202506"": 19110037.0, ""202507"": 19110037.0, ""202508"": 19110037.0, ""202509"": 19110037.0, ""202510"": 19110037.0, ""202511"": 19110037.0, ""202512"": 19110037.0, ""202601"": 19110037.0, ""202602"": 19110037.0, ""202603"": 19110037.0}","{""202504"": ""=ROUND(V123*$B$2,0)"", ""202505"": ""=ROUND(W123*$B$2,0)"", ""202506"": ""=ROUND(X123*$B$2,0)"", ""202507"": ""=ROUND(Y123*$B$2,0)"", ""202508"": ""=ROUND(Z123*$B$2,0)"", ""202509"": ""=ROUND(AA123*$B$2,0)"", ""202510"": ""=ROUND(AB123*$B$2,0)"", ""202511"": ""=ROUND(AC123*$B$2,0)"", ""202512"": ""=ROUND(AD123*$B$2,0)"", ""202601"": ""=ROUND(AE123*$B$2,0)"", ""202602"": ""=ROUND(AF123*$B$2,0)"", ""202603"": ""=ROUND(AG123*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,38222614
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),124,1412000018,25390,5006016242,depreciation,fixed_assets,環境試験室 Buong thi nghiem moi truong 2021/02                                            2028,"{""202504"": 79318360.0, ""202505"": 79318360.0, ""202506"": 79318360.0, ""202507"": 79318360.0, ""202508"": 79318360.0, ""202509"": 79318360.0, ""202510"": 79318360.0, ""202511"": 79318360.0, ""202512"": 79318360.0, ""202601"": 79318360.0, ""202602"": 79318360.0, ""202603"": 79318360.0}","{""202504"": ""=ROUND(V124*$B$2,0)"", ""202505"": ""=ROUND(W124*$B$2,0)"", ""202506"": ""=ROUND(X124*$B$2,0)"", ""202507"": ""=ROUND(Y124*$B$2,0)"", ""202508"": ""=ROUND(Z124*$B$2,0)"", ""202509"": ""=ROUND(AA124*$B$2,0)"", ""202510"": ""=ROUND(AB124*$B$2,0)"", ""202511"": ""=ROUND(AC124*$B$2,0)"", ""202512"": ""=ROUND(AD124*$B$2,0)"", ""202601"": ""=ROUND(AE124*$B$2,0)"", ""202602"": ""=ROUND(AF124*$B$2,0)"", ""202603"": ""=ROUND(AG124*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,38222614
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),125,1412000018,25390,5006016244,depreciation,fixed_assets,Chiller(増設) Bo lam mat Chiller 2021/02                                                         2026,"{""202504"": 26250213.0, ""202505"": 26250213.0, ""202506"": 26250213.0, ""202507"": 26250213.0, ""202508"": 26250213.0, ""202509"": 26250213.0, ""202510"": 26250213.0, ""202511"": 26250213.0, ""202512"": 26250213.0, ""202601"": 26250213.0, ""202602"": 26250213.0, ""202603"": 26250213.0}","{""202504"": ""=ROUND(V125*$B$2,0)"", ""202505"": ""=ROUND(W125*$B$2,0)"", ""202506"": ""=ROUND(X125*$B$2,0)"", ""202507"": ""=ROUND(Y125*$B$2,0)"", ""202508"": ""=ROUND(Z125*$B$2,0)"", ""202509"": ""=ROUND(AA125*$B$2,0)"", ""202510"": ""=ROUND(AB125*$B$2,0)"", ""202511"": ""=ROUND(AC125*$B$2,0)"", ""202512"": ""=ROUND(AD125*$B$2,0)"", ""202601"": ""=ROUND(AE125*$B$2,0)"", ""202602"": ""=ROUND(AF125*$B$2,0)"", ""202603"": ""=ROUND(AG125*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,76841383
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),126,1412000018,25390,5006016244,depreciation,fixed_assets,オシロスコープ May hien song 2023/02                                                            2026,"{""202504"": 2332072.0, ""202505"": 2332072.0, ""202506"": 2332072.0, ""202507"": 2332072.0, ""202508"": 2332072.0, ""202509"": 2332072.0, ""202510"": 2332072.0, ""202511"": 2332072.0, ""202512"": 2332072.0, ""202601"": 2332072.0, ""202602"": 2332072.0, ""202603"": 2332072.0}","{""202504"": ""=ROUND(V126*$B$2,0)"", ""202505"": ""=ROUND(W126*$B$2,0)"", ""202506"": ""=ROUND(X126*$B$2,0)"", ""202507"": ""=ROUND(Y126*$B$2,0)"", ""202508"": ""=ROUND(Z126*$B$2,0)"", ""202509"": ""=ROUND(AA126*$B$2,0)"", ""202510"": ""=ROUND(AB126*$B$2,0)"", ""202511"": ""=ROUND(AC126*$B$2,0)"", ""202512"": ""=ROUND(AD126*$B$2,0)"", ""202601"": ""=ROUND(AE126*$B$2,0)"", ""202602"": ""=ROUND(AF126*$B$2,0)"", ""202603"": ""=ROUND(AG126*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,76841383
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),127,1412000018,25390,5006016244,depreciation,fixed_assets,高圧差動プローブ  Dau do chenh lech dien ap 2023/02                                      2026,"{""202504"": 1053431.0, ""202505"": 1053431.0, ""202506"": 1053431.0, ""202507"": 1053431.0, ""202508"": 1053431.0, ""202509"": 1053431.0, ""202510"": 1053431.0, ""202511"": 1053431.0, ""202512"": 1053431.0, ""202601"": 1053431.0, ""202602"": 1053431.0, ""202603"": 1053431.0}","{""202504"": ""=ROUND(V127*$B$2,0)"", ""202505"": ""=ROUND(W127*$B$2,0)"", ""202506"": ""=ROUND(X127*$B$2,0)"", ""202507"": ""=ROUND(Y127*$B$2,0)"", ""202508"": ""=ROUND(Z127*$B$2,0)"", ""202509"": ""=ROUND(AA127*$B$2,0)"", ""202510"": ""=ROUND(AB127*$B$2,0)"", ""202511"": ""=ROUND(AC127*$B$2,0)"", ""202512"": ""=ROUND(AD127*$B$2,0)"", ""202601"": ""=ROUND(AE127*$B$2,0)"", ""202602"": ""=ROUND(AF127*$B$2,0)"", ""202603"": ""=ROUND(AG127*$B$2,0)""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,76841383
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),128,1412000018,25390,5006016244,depreciation,fixed_assets,増幅器 Bo khuyech dai 2023/02                                                                      2026,"{""202504"": 2589526.0, ""202505"": 2589526.0, ""202506"": 2589526.0, ""202507"": 2589526.0, ""202508"": 2589526.0, ""202509"": 2589526.0, ""202510"": 2589526.0, ""202511"": 2589526.0, ""202512"": 2589526.0, ""202601"": 2589526.0, ""202602"": 2589526.0, ""202603"": 2589526.0}","{""202504"": ""=ROUND(V128*$B$2,0)"", ""202505"": ""=ROUND(W128*$B$2,0)"", ""202506"": ""=ROUND(X128*$B$2,0)"", ""202507"": ""=ROUND(Y128*$B$2,0)"", ""202508"": ""=ROUND(Z128*$B$2,0)"", ""202509"": ""=ROUND(AA128*$B$2,0)"", ""202510"": ""=ROUND(AB128*$B$2,0)"", ""202511"": ""=ROUND(AC128*$B$2,0)"", ""202512"": ""=ROUND(AD128*$B$2,0)"", ""202601"": ""=ROUND(AE128*$B$2,0)"", ""202602"": ""=ROUND(AF128*$B$2,0)"", ""202603"": ""=ROUND(AG128*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,76841383
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),129,1412000018,25390,5006016244,depreciation,fixed_assets,電流プローブ(小)  Dau do dong dien 2023/02                                                    2026,"{""202504"": 1758765.0, ""202505"": 1758765.0, ""202506"": 1758765.0, ""202507"": 1758765.0, ""202508"": 1758765.0, ""202509"": 1758765.0, ""202510"": 1758765.0, ""202511"": 1758765.0, ""202512"": 1758765.0, ""202601"": 1758765.0, ""202602"": 1758765.0, ""202603"": 1758765.0}","{""202504"": ""=ROUND(V129*$B$2,0)"", ""202505"": ""=ROUND(W129*$B$2,0)"", ""202506"": ""=ROUND(X129*$B$2,0)"", ""202507"": ""=ROUND(Y129*$B$2,0)"", ""202508"": ""=ROUND(Z129*$B$2,0)"", ""202509"": ""=ROUND(AA129*$B$2,0)"", ""202510"": ""=ROUND(AB129*$B$2,0)"", ""202511"": ""=ROUND(AC129*$B$2,0)"", ""202512"": ""=ROUND(AD129*$B$2,0)"", ""202601"": ""=ROUND(AE129*$B$2,0)"", ""202602"": ""=ROUND(AF129*$B$2,0)"", ""202603"": ""=ROUND(AG129*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,76841383
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),130,1412000018,25390,5006016244,depreciation,fixed_assets,電流プローブ(大)  Dau do dong dien 2023/02                                                    2026,"{""202504"": 3301716.0, ""202505"": 3301716.0, ""202506"": 3301716.0, ""202507"": 3301716.0, ""202508"": 3301716.0, ""202509"": 3301716.0, ""202510"": 3301716.0, ""202511"": 3301716.0, ""202512"": 3301716.0, ""202601"": 3301716.0, ""202602"": 3301716.0, ""202603"": 3301716.0}","{""202504"": ""=ROUND(V130*$B$2,0)"", ""202505"": ""=ROUND(W130*$B$2,0)"", ""202506"": ""=ROUND(X130*$B$2,0)"", ""202507"": ""=ROUND(Y130*$B$2,0)"", ""202508"": ""=ROUND(Z130*$B$2,0)"", ""202509"": ""=ROUND(AA130*$B$2,0)"", ""202510"": ""=ROUND(AB130*$B$2,0)"", ""202511"": ""=ROUND(AC130*$B$2,0)"", ""202512"": ""=ROUND(AD130*$B$2,0)"", ""202601"": ""=ROUND(AE130*$B$2,0)"", ""202602"": ""=ROUND(AF130*$B$2,0)"", ""202603"": ""=ROUND(AG130*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,76841383
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),131,1412000018,25390,5006016244,depreciation,fixed_assets,チャイルドフィンガー Que test mong tay 2023/02                                               2026,"{""202504"": 1311901.0, ""202505"": 1311901.0, ""202506"": 1311901.0, ""202507"": 1311901.0, ""202508"": 1311901.0, ""202509"": 1311901.0, ""202510"": 1311901.0, ""202511"": 1311901.0, ""202512"": 1311901.0, ""202601"": 1311901.0, ""202602"": 1311901.0, ""202603"": 1311901.0}","{""202504"": ""=ROUND(V131*$B$2,0)"", ""202505"": ""=ROUND(W131*$B$2,0)"", ""202506"": ""=ROUND(X131*$B$2,0)"", ""202507"": ""=ROUND(Y131*$B$2,0)"", ""202508"": ""=ROUND(Z131*$B$2,0)"", ""202509"": ""=ROUND(AA131*$B$2,0)"", ""202510"": ""=ROUND(AB131*$B$2,0)"", ""202511"": ""=ROUND(AC131*$B$2,0)"", ""202512"": ""=ROUND(AD131*$B$2,0)"", ""202601"": ""=ROUND(AE131*$B$2,0)"", ""202602"": ""=ROUND(AF131*$B$2,0)"", ""202603"": ""=ROUND(AG131*$B$2,0)""}",EXCLUDED_MANUAL_OR_OTHER_LAYER,76841383
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),132,1412000018,25390,5006016244,depreciation,fixed_assets,ACラインノイズ試験機 Noise Simulator INS-S220 2023/12                                  2028,"{""202504"": 11285009.0, ""202505"": 11285009.0, ""202506"": 11285009.0, ""202507"": 11285009.0, ""202508"": 11285009.0, ""202509"": 11285009.0, ""202510"": 11285009.0, ""202511"": 11285009.0, ""202512"": 11285009.0, ""202601"": 11285009.0, ""202602"": 11285009.0, ""202603"": 11285009.0}","{""202504"": ""=ROUND(V132*$B$2,0)"", ""202505"": ""=ROUND(W132*$B$2,0)"", ""202506"": ""=ROUND(X132*$B$2,0)"", ""202507"": ""=ROUND(Y132*$B$2,0)"", ""202508"": ""=ROUND(Z132*$B$2,0)"", ""202509"": ""=ROUND(AA132*$B$2,0)"", ""202510"": ""=ROUND(AB132*$B$2,0)"", ""202511"": ""=ROUND(AC132*$B$2,0)"", ""202512"": ""=ROUND(AD132*$B$2,0)"", ""202601"": ""=ROUND(AE132*$B$2,0)"", ""202602"": ""=ROUND(AF132*$B$2,0)"", ""202603"": ""=ROUND(AG132*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,76841383
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),133,1412000018,25390,5006016244,depreciation,fixed_assets,FAX疑似交換機 NSE Switching Simulator (NSE 220V)　2023/09                         2026,"{""202504"": 2148756.0, ""202505"": 2148756.0, ""202506"": 2148756.0, ""202507"": 2148756.0, ""202508"": 2148756.0, ""202509"": 2148756.0, ""202510"": 2148756.0, ""202511"": 2148756.0, ""202512"": 2148756.0, ""202601"": 2148756.0, ""202602"": 2148756.0, ""202603"": 2148756.0}","{""202504"": ""=ROUND(V133*$B$2,0)"", ""202505"": ""=ROUND(W133*$B$2,0)"", ""202506"": ""=ROUND(X133*$B$2,0)"", ""202507"": ""=ROUND(Y133*$B$2,0)"", ""202508"": ""=ROUND(Z133*$B$2,0)"", ""202509"": ""=ROUND(AA133*$B$2,0)"", ""202510"": ""=ROUND(AB133*$B$2,0)"", ""202511"": ""=ROUND(AC133*$B$2,0)"", ""202512"": ""=ROUND(AD133*$B$2,0)"", ""202601"": ""=ROUND(AE133*$B$2,0)"", ""202602"": ""=ROUND(AF133*$B$2,0)"", ""202603"": ""=ROUND(AG133*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,76841383
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),134,1412000018,25390,5006016244,depreciation,fixed_assets,FAX疑似交換機　NSE3 Switching Simulator (NSE3 220V)　2023/09                     2026,"{""202504"": 2642083.0, ""202505"": 2642083.0, ""202506"": 2642083.0, ""202507"": 2642083.0, ""202508"": 2642083.0, ""202509"": 2642083.0, ""202510"": 2642083.0, ""202511"": 2642083.0, ""202512"": 2642083.0, ""202601"": 2642083.0, ""202602"": 2642083.0, ""202603"": 2642083.0}","{""202504"": ""=ROUND(V134*$B$2,0)"", ""202505"": ""=ROUND(W134*$B$2,0)"", ""202506"": ""=ROUND(X134*$B$2,0)"", ""202507"": ""=ROUND(Y134*$B$2,0)"", ""202508"": ""=ROUND(Z134*$B$2,0)"", ""202509"": ""=ROUND(AA134*$B$2,0)"", ""202510"": ""=ROUND(AB134*$B$2,0)"", ""202511"": ""=ROUND(AC134*$B$2,0)"", ""202512"": ""=ROUND(AD134*$B$2,0)"", ""202601"": ""=ROUND(AE134*$B$2,0)"", ""202602"": ""=ROUND(AF134*$B$2,0)"", ""202603"": ""=ROUND(AG134*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,76841383
FY2026,reference_outputs\secondary\FY2026\24.KDTVN 品質保証課_MP FY2026_各予定(Ver01).xlsx,内訳ﾘｽﾄ(4～3月),135,1412000018,25390,5006016244,depreciation,fixed_assets,EMIクランプ EMI clamp (TKT-20)　2023/09                                                       2026,"{""202504"": 2642083.0, ""202505"": 2642083.0, ""202506"": 2642083.0, ""202507"": 2642083.0, ""202508"": 2642083.0, ""202509"": 2642083.0, ""202510"": 2642083.0, ""202511"": 2642083.0, ""202512"": 2642083.0, ""202601"": 2642083.0, ""202602"": 2642083.0, ""202603"": 2642083.0}","{""202504"": ""=ROUND(V135*$B$2,0)"", ""202505"": ""=ROUND(W135*$B$2,0)"", ""202506"": ""=ROUND(X135*$B$2,0)"", ""202507"": ""=ROUND(Y135*$B$2,0)"", ""202508"": ""=ROUND(Z135*$B$2,0)"", ""202509"": ""=ROUND(AA135*$B$2,0)"", ""202510"": ""=ROUND(AB135*$B$2,0)"", ""202511"": ""=ROUND(AC135*$B$2,0)"", ""202512"": ""=ROUND(AD135*$B$2,0)"", ""202601"": ""=ROUND(AE135*$B$2,0)"", ""202602"": ""=ROUND(AF135*$B$2,0)"", ""202603"": ""=ROUND(AG135*$B$2,0)""}",SELECTED_SOURCE_DERIVED_CANDIDATE,76841383
